show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,duration_minutes,duration_seasons
s268,Movie,Movie Title 268,Ava DuVernay,"Actor 354, Actor 24, Actor 289",Germany,2001-10-13,2001,TV-14,158 min,"Kids' TV, Anime Series, Dramas",A story exploring themes of kids' tv.,2001.0,158.0,
s269,Movie,Movie Title 269,Ava DuVernay,Actor 224,Japan,2000-10-01,1998,TV-Y7,164 min,Reality TV,A story exploring themes of reality tv.,2000.0,164.0,
s270,TV Show,Series Title 270,Kunle Afolayan,"Actor 265, Actor 65, Actor 20, Actor 73, Actor 78",France,2022-06-19,2021,TV-Y7,6 Seasons,"Sci-Fi & Fantasy, British TV Shows, Stand-Up Comedy",A story exploring themes of sci-fi & fantasy.,2022.0,,6.0
s271,Movie,Movie Title 271,Rajiv Menon,"Actor 191, Actor 142, Actor 29, Actor 141",Australia,2019-04-26,2016,TV-PG,173 min,Stand-Up Comedy,A story exploring themes of stand-up comedy.,2019.0,173.0,
s272,Movie,Movie Title 272,Jane Campion,"Actor 357, Actor 83, Actor 72, Actor 233, Actor 387",Canada,2010-06-25,2008,TV-G,99 min,"Horror Movies, Documentaries",A story exploring themes of horror movies.,2010.0,99.0,
s273,Movie,Movie Title 273,Sofia Coppola,"Actor 191, Actor 13, Actor 392, Actor 3, Actor 35","Brazil, Canada",2007-07-16,2004,NR,65 min,"Horror Movies, Sci-Fi & Fantasy",A story exploring themes of horror movies.,2007.0,65.0,
s274,TV Show,Series Title 274,Greg Daniels,"Actor 125, Actor 80, Actor 1",Spain,2008-06-08,2008,TV-Y7,4 Seasons,"Anime Series, Action & Adventure, Reality TV",A story exploring themes of anime series.,2008.0,,4.0
s275,Movie,Movie Title 275,Kunle Afolayan,Not listed,Canada,1999-10-27,1998,R,148 min,Romantic Movies,A story exploring themes of romantic movies.,1999.0,148.0,
s276,TV Show,Series Title 276,Unknown,"Actor 108, Actor 377",France,2019-08-20,2017,PG-13,3 Seasons,"Anime Series, Action & Adventure, Kids' TV",A story exploring themes of anime series.,2019.0,,3.0
s277,Movie,Movie Title 277,Martin Scorsese,"Actor 163, Actor 221, Actor 121, Actor 88, Actor 69",Japan,2020-10-12,2017,PG,119 min,"Romantic Movies, Thrillers, Comedies",A story exploring themes of romantic movies.,2020.0,119.0,
s278,TV Show,Series Title 278,Denis Villeneuve,"Actor 198, Actor 67",Nigeria,2003-06-24,2000,TV-G,6 Seasons,International Movies,A story exploring themes of international movies.,2003.0,,6.0
s279,TV Show,Series Title 279,Bong Joon Ho,Actor 378,Brazil,2003-04-10,2001,PG,8 Seasons,"International Movies, Horror Movies",A story exploring themes of international movies.,2003.0,,8.0
s280,TV Show,Series Title 280,Jane Campion,Not listed,Japan,2003-01-05,2002,TV-14,1 Seasons,"International Movies, Action & Adventure, Horror Movies",A story exploring themes of international movies.,2003.0,,1.0
s281,Movie,Movie Title 281,Martin Scorsese,"Actor 230, Actor 340, Actor 75",Canada,2021-10-25,2021,TV-G,169 min,"Kids' TV, Reality TV",A story exploring themes of kids' tv.,2021.0,169.0,
s282,Movie,Movie Title 282,Unknown,"Actor 6, Actor 275",United Kingdom,2005-08-09,2003,TV-14,134 min,"Comedies, Stand-Up Comedy",A story exploring themes of comedies.,2005.0,134.0,
s283,Movie,Movie Title 283,Rajiv Menon,"Actor 350, Actor 340","Germany, Spain",2005-03-25,2003,R,165 min,"Dramas, Action & Adventure, Crime TV Shows",A story exploring themes of dramas.,2005.0,165.0,
s284,Movie,Movie Title 284,Unknown,"Actor 199, Actor 387, Actor 387, Actor 252","Japan, Canada",,2021,TV-MA,66 min,"Stand-Up Comedy, British TV Shows, Reality TV",A story exploring themes of stand-up comedy.,,66.0,
s285,TV Show,Series Title 285,Unknown,"Actor 209, Actor 104, Actor 202, Actor 256","Nigeria, India",2002-10-22,2001,TV-MA,6 Seasons,"Thrillers, Documentaries, Kids' TV",A story exploring themes of thrillers.,2002.0,,6.0
s286,Movie,Movie Title 286,Ava DuVernay,"Actor 388, Actor 214, Actor 1",Unknown,2020-04-18,2018,PG,124 min,"Anime Series, Reality TV, Documentaries",A story exploring themes of anime series.,2020.0,124.0,
s287,Movie,Movie Title 287,Denis Villeneuve,Not listed,Canada,2017-04-06,2014,TV-MA,166 min,Thrillers,A story exploring themes of thrillers.,2017.0,166.0,
s288,Movie,Movie Title 288,Unknown,"Actor 24, Actor 154, Actor 286, Actor 100",United States,2013-04-21,2011,NR,78 min,"Dramas, Crime TV Shows, Music & Musicals",A story exploring themes of dramas.,2013.0,78.0,
s289,TV Show,Series Title 289,Jane Campion,Actor 158,Nigeria,2022-12-19,2021,PG-13,4 Seasons,"Stand-Up Comedy, Romantic Movies",A story exploring themes of stand-up comedy.,2022.0,,4.0
s290,TV Show,Series Title 290,Bong Joon Ho,"Actor 8, Actor 156, Actor 158","Canada, Australia",2013-01-20,2010,TV-Y7,4 Seasons,"Dramas, British TV Shows, Music & Musicals",A story exploring themes of dramas.,2013.0,,4.0
s291,Movie,Movie Title 291,Greg Daniels,Actor 340,"Japan, United States",2007-05-25,2004,TV-G,152 min,Thrillers,A story exploring themes of thrillers.,2007.0,152.0,
s292,Movie,Movie Title 292,Rajiv Menon,Actor 141,Germany,2021-10-04,2019,TV-G,60 min,"Music & Musicals, British TV Shows, Dramas",A story exploring themes of music & musicals.,2021.0,60.0,
s293,TV Show,Series Title 293,Unknown,Not listed,"India, South Korea",2004-03-07,2002,NR,7 Seasons,Action & Adventure,A story exploring themes of action & adventure.,2004.0,,7.0
s294,Movie,Movie Title 294,Bong Joon Ho,"Actor 212, Actor 333",Nigeria,2008-02-21,2005,TV-G,132 min,"Stand-Up Comedy, Documentaries, Anime Series",A story exploring themes of stand-up comedy.,2008.0,132.0,
s295,TV Show,Series Title 295,Unknown,"Actor 358, Actor 96, Actor 44, Actor 165, Actor 127",Spain,2022-02-19,2021,TV-PG,3 Seasons,"Kids' TV, Romantic Movies",A story exploring themes of kids' tv.,2022.0,,3.0
s296,TV Show,Series Title 296,Ava DuVernay,"Actor 74, Actor 96, Actor 197",France,2021-05-01,2019,PG-13,6 Season,"International Movies, Documentaries, Stand-Up Comedy",A story exploring themes of international movies.,2021.0,,6.0
s297,TV Show,Series Title 297,Unknown,Actor 211,United Kingdom,2022-02-09,2020,R,8 Seasons,British TV Shows,A story exploring themes of british tv shows.,2022.0,,8.0
s298,TV Show,Series Title 298,Bong Joon Ho,"Actor 201, Actor 11",Canada,2021-04-07,2018,TV-Y7,8 Seasons,"International Movies, British TV Shows, Action & Adventure",A story exploring themes of international movies.,2021.0,,8.0
s299,TV Show,Series Title 299,Unknown,Actor 153,United States,2020-01-01,2019,R,8 Seasons,"Music & Musicals, Comedies",A story exploring themes of music & musicals.,2020.0,,8.0
s300,Movie,Movie Title 300,Denis Villeneuve,Actor 206,India,2019-12-07,2018,TV-14,73 min,"Documentaries, International Movies, Crime TV Shows",A story exploring themes of documentaries.,2019.0,73.0,
s301,Movie,Movie Title 301,Unknown,"Actor 188, Actor 62",South Korea,2007-06-04,2005,R,90 min,"Action & Adventure, Sci-Fi & Fantasy",A story exploring themes of action & adventure.,2007.0,90.0,
s302,Movie,Movie Title 302,Bong Joon Ho,Actor 91,"Mexico, Brazil",2019-12-16,2017,TV-MA,91 min,Documentaries,A story exploring themes of documentaries.,2019.0,91.0,
s303,TV Show,Series Title 303,Greg Daniels,"Actor 382, Actor 141, Actor 275, Actor 208, Actor 279",France,2006-02-24,2003,TV-Y7,7 Seasons,Crime TV Shows,A story exploring themes of crime tv shows.,2006.0,,7.0
s304,TV Show,Series Title 304,Martin Scorsese,"Actor 63, Actor 344, Actor 50",Germany,2020-01-02,2019,TV-PG,5 Seasons,Music & Musicals,A story exploring themes of music & musicals.,2020.0,,5.0
s305,TV Show,Series Title 305,Unknown,Actor 120,France,2006-08-03,2006,TV-PG,5 Seasons,"Stand-Up Comedy, Horror Movies",A story exploring themes of stand-up comedy.,2006.0,,5.0
s306,Movie,Movie Title 306,Sofia Coppola,"Actor 26, Actor 68, Actor 126, Actor 79, Actor 288",Australia,2008-02-24,2007,PG-13,165 min,"Music & Musicals, International Movies",A story exploring themes of music & musicals.,2008.0,165.0,
s307,Movie,Movie Title 307,Denis Villeneuve,Not listed,Spain,2014-08-23,2012,TV-MA,99 min,"Kids' TV, British TV Shows",A story exploring themes of kids' tv.,2014.0,99.0,
s308,Movie,Movie Title 308,Unknown,Not listed,"United Kingdom, Canada",2020-05-17,2017,R,92 min,"British TV Shows, Dramas",A story exploring themes of british tv shows.,2020.0,92.0,
s309,Movie,Movie Title 309,Ava DuVernay,"Actor 302, Actor 64, Actor 195, Actor 22, Actor 72",Brazil,2014-05-14,2011,TV-Y7,139 min,"British TV Shows, Reality TV",A story exploring themes of british tv shows.,2014.0,139.0,
s310,TV Show,Series Title 310,Rajiv Menon,Not listed,Australia,2016-01-05,2013,TV-14,7 Season,Stand-Up Comedy,A story exploring themes of stand-up comedy.,2016.0,,7.0
s311,Movie,Movie Title 311,Bong Joon Ho,"Actor 133, Actor 100, Actor 54, Actor 315","Brazil, Japan",2004-12-09,2004,R,103 min,"Sci-Fi & Fantasy, Music & Musicals, Comedies",A story exploring themes of sci-fi & fantasy.,2004.0,103.0,
s312,Movie,Movie Title 312,Ava DuVernay,"Actor 383, Actor 267",United States,2005-09-14,2005,R,168 min,Anime Series,A story exploring themes of anime series.,2005.0,168.0,
s313,Movie,Movie Title 313,Kunle Afolayan,Actor 114,"Japan, Spain",2013-08-10,2010,R,101 min,Crime TV Shows,A story exploring themes of crime tv shows.,2013.0,101.0,
s314,TV Show,Series Title 314,Unknown,"Actor 259, Actor 77, Actor 137, Actor 296","Germany, India",2011-07-17,2010,TV-Y7,3 Seasons,Romantic Movies,A story exploring themes of romantic movies.,2011.0,,3.0
s315,Movie,Movie Title 315,Unknown,"Actor 389, Actor 144",Germany,2019-06-20,2017,R,107 min,Reality TV,A story exploring themes of reality tv.,2019.0,107.0,
s316,TV Show,Series Title 316,Martin Scorsese,Not listed,France,2013-10-12,2010,PG-13,1 Seasons,"Music & Musicals, Crime TV Shows",A story exploring themes of music & musicals.,2013.0,,1.0
s317,TV Show,Series Title 317,Unknown,"Actor 44, Actor 177, Actor 26, Actor 257",Spain,2017-10-12,2016,TV-Y7,2 Seasons,Kids' TV,A story exploring themes of kids' tv.,2017.0,,2.0
s318,Movie,Movie Title 318,Bong Joon Ho,Not listed,"Germany, South Korea",2022-05-05,2020,TV-G,136 min,"Reality TV, Comedies, Anime Series",A story exploring themes of reality tv.,2022.0,136.0,
s319,Movie,Movie Title 319,Unknown,"Actor 17, Actor 215","South Korea, Germany",2007-06-09,2005,NR,97 min,Thrillers,A story exploring themes of thrillers.,2007.0,97.0,
s320,TV Show,Series Title 320,Greg Daniels,"Actor 200, Actor 278, Actor 19, Actor 36, Actor 277","South Korea, Nigeria",2021-01-16,2020,PG-13,1 Seasons,Documentaries,A story exploring themes of documentaries.,2021.0,,1.0
s321,TV Show,Series Title 321,Greg Daniels,"Actor 261, Actor 166, Actor 380, Actor 191","Australia, France",2008-10-17,2008,TV-14,1 Seasons,"Anime Series, Music & Musicals, Crime TV Shows",A story exploring themes of anime series.,2008.0,,1.0
s322,Movie,Movie Title 322,Bong Joon Ho,"Actor 271, Actor 6, Actor 345, Actor 245, Actor 151","United States, United Kingdom",2007-09-16,2004,TV-MA,174 min,"Sci-Fi & Fantasy, Thrillers",A story exploring themes of sci-fi & fantasy.,2007.0,174.0,
s323,TV Show,Series Title 323,Bong Joon Ho,"Actor 80, Actor 164, Actor 7",Nigeria,2010-08-21,2009,TV-PG,4 Seasons,"Kids' TV, British TV Shows, Stand-Up Comedy",A story exploring themes of kids' tv.,2010.0,,4.0
s324,TV Show,Series Title 324,Denis Villeneuve,"Actor 338, Actor 99, Actor 331, Actor 273, Actor 198","Japan, United Kingdom",2017-11-01,2014,PG-13,8 Seasons,"Thrillers, Comedies, Music & Musicals",A story exploring themes of thrillers.,2017.0,,8.0
s325,TV Show,Series Title 325,Rajiv Menon,"Actor 232, Actor 170, Actor 352",Japan,2013-12-09,2013,TV-14,1 Seasons,Documentaries,A story exploring themes of documentaries.,2013.0,,1.0
s326,Movie,Movie Title 326,Denis Villeneuve,"Actor 86, Actor 115, Actor 117, Actor 75, Actor 142","Nigeria, South Korea",2013-05-14,2011,R,151 min,"Romantic Movies, British TV Shows, Stand-Up Comedy",A story exploring themes of romantic movies.,2013.0,151.0,
s327,Movie,Movie Title 327,Martin Scorsese,Actor 49,South Korea,2009-05-04,2008,TV-MA,118 min,"Horror Movies, Kids' TV, Romantic Movies",A story exploring themes of horror movies.,2009.0,118.0,
s328,TV Show,Series Title 328,Sofia Coppola,"Actor 22, Actor 124, Actor 251",Mexico,2004-02-24,2002,R,6 Seasons,"Stand-Up Comedy, Documentaries",A story exploring themes of stand-up comedy.,2004.0,,6.0
s329,Movie,Movie Title 329,Unknown,"Actor 144, Actor 154, Actor 259, Actor 387, Actor 330","Brazil, Australia",2006-10-16,2006,PG-13,89 min,"Action & Adventure, British TV Shows, Thrillers",A story exploring themes of action & adventure.,2006.0,89.0,
s330,Movie,Movie Title 330,Kunle Afolayan,"Actor 112, Actor 218",Canada,2022-11-11,2020,NR,134 min,International Movies,A story exploring themes of international movies.,2022.0,134.0,
s331,Movie,Movie Title 331,Jane Campion,"Actor 225, Actor 48, Actor 194",Australia,2007-07-15,2007,TV-Y7,162 min,"Reality TV, Music & Musicals, Dramas",A story exploring themes of reality tv.,2007.0,162.0,
s332,Movie,Movie Title 332,Unknown,"Actor 66, Actor 122, Actor 80",France,2015-04-26,2013,TV-PG,68 min,Documentaries,A story exploring themes of documentaries.,2015.0,68.0,
s333,TV Show,Series Title 333,Unknown,"Actor 15, Actor 355, Actor 184, Actor 337, Actor 13",Spain,2014-12-14,2011,PG,4 Seasons,"Stand-Up Comedy, Action & Adventure",A story exploring themes of stand-up comedy.,2014.0,,4.0
s334,Movie,Movie Title 334,Bong Joon Ho,"Actor 342, Actor 132, Actor 45",France,2009-03-05,2007,TV-G,139 min,"International Movies, Documentaries, Comedies",A story exploring themes of international movies.,2009.0,139.0,
s335,TV Show,Series Title 335,Kunle Afolayan,"Actor 246, Actor 212, Actor 236, Actor 187",United States,1998-09-07,1998,PG,1 Seasons,Stand-Up Comedy,A story exploring themes of stand-up comedy.,1998.0,,1.0
s336,Movie,Movie Title 336,Unknown,"Actor 350, Actor 191, Actor 339",Brazil,2015-12-14,2013,PG-13,167 min,Comedies,A story exploring themes of comedies.,2015.0,167.0,
s337,TV Show,Series Title 337,Kunle Afolayan,Not listed,Australia,2000-10-25,1999,PG,8 Season,Kids' TV,A story exploring themes of kids' tv.,2000.0,,8.0
s338,Movie,Movie Title 338,Greg Daniels,"Actor 246, Actor 142, Actor 108",Canada,2019-09-18,2017,PG,123 min,Crime TV Shows,A story exploring themes of crime tv shows.,2019.0,123.0,
s339,Movie,Movie Title 339,Unknown,"Actor 393, Actor 353, Actor 79, Actor 21","France, India",2001-06-21,1998,PG,91 min,"Music & Musicals, Thrillers",A story exploring themes of music & musicals.,2001.0,91.0,
s340,Movie,Movie Title 340,Sofia Coppola,"Actor 282, Actor 113, Actor 358","India, Brazil",2002-01-21,2000,TV-PG,166 min,Action & Adventure,A story exploring themes of action & adventure.,2002.0,166.0,
s341,Movie,Movie Title 341,Unknown,"Actor 5, Actor 141",Japan,2000-08-06,1999,TV-MA,152 min,"Music & Musicals, Stand-Up Comedy",A story exploring themes of music & musicals.,2000.0,152.0,
s342,Movie,Movie Title 342,Bong Joon Ho,"Actor 193, Actor 78, Actor 220","United States, Brazil",2022-08-08,2020,R,154 min,"Reality TV, British TV Shows, Crime TV Shows",A story exploring themes of reality tv.,2022.0,154.0,
s343,TV Show,Series Title 343,Greg Daniels,"Actor 377, Actor 291, Actor 239, Actor 41, Actor 139","South Korea, Spain",2021-10-04,2019,PG-13,1 Seasons,"Sci-Fi & Fantasy, Action & Adventure",A story exploring themes of sci-fi & fantasy.,2021.0,,1.0
s344,Movie,Movie Title 344,Sofia Coppola,Actor 62,Canada,2019-05-16,2019,R,82 min,International Movies,A story exploring themes of international movies.,2019.0,82.0,
s345,Movie,Movie Title 345,Greg Daniels,"Actor 215, Actor 80, Actor 351","United Kingdom, Brazil",2017-07-25,2015,TV-PG,148 min,"Dramas, Reality TV, Documentaries",A story exploring themes of dramas.,2017.0,148.0,
s346,TV Show,Series Title 346,Denis Villeneuve,Actor 380,"Germany, France",2018-03-19,2017,R,5 Seasons,"Thrillers, Action & Adventure",A story exploring themes of thrillers.,2018.0,,5.0
s347,TV Show,Series Title 347,Unknown,Actor 387,Germany,2018-02-05,2015,TV-MA,2 Seasons,"Thrillers, Romantic Movies, Anime Series",A story exploring themes of thrillers.,2018.0,,2.0
s348,TV Show,Series Title 348,Unknown,"Actor 90, Actor 301, Actor 162","India, Australia",2002-03-21,2000,TV-G,7 Seasons,British TV Shows,A story exploring themes of british tv shows.,2002.0,,7.0
s349,Movie,Movie Title 349,Rajiv Menon,"Actor 223, Actor 110",Brazil,2019-07-20,2019,TV-G,84 min,"Stand-Up Comedy, Comedies, Thrillers",A story exploring themes of stand-up comedy.,2019.0,84.0,
s350,Movie,Movie Title 350,Kunle Afolayan,"Actor 184, Actor 151, Actor 243, Actor 205","Australia, Spain",2014-06-15,2012,R,76 min,Crime TV Shows,A story exploring themes of crime tv shows.,2014.0,76.0,
s351,Movie,Movie Title 351,Ava DuVernay,"Actor 200, Actor 134, Actor 360, Actor 216",Spain,2005-02-05,2002,TV-G,61 min,"Dramas, Horror Movies, Thrillers",A story exploring themes of dramas.,2005.0,61.0,
s352,Movie,Movie Title 352,Bong Joon Ho,Not listed,Mexico,2003-06-26,2001,TV-14,94 min,Crime TV Shows,A story exploring themes of crime tv shows.,2003.0,94.0,
s353,Movie,Movie Title 353,Bong Joon Ho,"Actor 393, Actor 382, Actor 94, Actor 286, Actor 119",Spain,2000-07-06,1998,TV-PG,168 min,British TV Shows,A story exploring themes of british tv shows.,2000.0,168.0,
s354,Movie,Movie Title 354,Martin Scorsese,"Actor 205, Actor 85, Actor 334, Actor 119, Actor 110","Canada, Brazil",2003-05-13,2000,TV-Y7,152 min,Anime Series,A story exploring themes of anime series.,2003.0,152.0,
s355,Movie,Movie Title 355,Greg Daniels,"Actor 170, Actor 150, Actor 28, Actor 26, Actor 7",India,2014-04-11,2012,R,65 min,"Kids' TV, Music & Musicals",A story exploring themes of kids' tv.,2014.0,65.0,
s356,Movie,Movie Title 356,Bong Joon Ho,"Actor 314, Actor 99, Actor 34",Unknown,2012-10-01,2009,TV-14,65 min,"Horror Movies, Romantic Movies",A story exploring themes of horror movies.,2012.0,65.0,
s357,TV Show,Series Title 357,Unknown,Not listed,Canada,2021-01-16,2019,TV-G,2 Seasons,"Sci-Fi & Fantasy, Comedies, Romantic Movies",A story exploring themes of sci-fi & fantasy.,2021.0,,2.0
s358,Movie,Movie Title 358,Kunle Afolayan,"Actor 74, Actor 215, Actor 387","United Kingdom, Brazil",2019-04-21,2018,TV-PG,76 min,Action & Adventure,A story exploring themes of action & adventure.,2019.0,76.0,
s359,Movie,Movie Title 359,Jane Campion,"Actor 215, Actor 81","Japan, South Korea",2000-07-12,1999,TV-Y7,154 min,"Dramas, Sci-Fi & Fantasy",A story exploring themes of dramas.,2000.0,154.0,
s360,Movie,Movie Title 360,Denis Villeneuve,Actor 108,"Spain, United Kingdom",2020-08-26,2019,TV-14,179 min,"Horror Movies, Anime Series",A story exploring themes of horror movies.,2020.0,179.0,
s361,Movie,Movie Title 361,Kunle Afolayan,"Actor 169, Actor 7, Actor 290, Actor 128, Actor 264",Japan,2006-08-17,2004,NR,71 min,"International Movies, Crime TV Shows",A story exploring themes of international movies.,2006.0,71.0,
s362,Movie,Movie Title 362,Sofia Coppola,Actor 113,Spain,2019-06-18,2018,TV-MA,104 min,"British TV Shows, Dramas",A story exploring themes of british tv shows.,2019.0,104.0,
s363,Movie,Movie Title 363,Ava DuVernay,"Actor 148, Actor 104, Actor 54","France, Mexico",2002-12-23,2001,TV-Y7,82 min,"Kids' TV, Stand-Up Comedy, Action & Adventure",A story exploring themes of kids' tv.,2002.0,82.0,
s364,Movie,Movie Title 364,Jane Campion,"Actor 19, Actor 109, Actor 169",Canada,2003-03-22,2000,TV-14,86 min,Stand-Up Comedy,A story exploring themes of stand-up comedy.,2003.0,86.0,
s365,Movie,Movie Title 365,Sofia Coppola,"Actor 264, Actor 122, Actor 19, Actor 211, Actor 79",Australia,2006-04-16,2006,TV-MA,60 min,Comedies,A story exploring themes of comedies.,2006.0,60.0,
s366,Movie,Movie Title 366,Unknown,"Actor 194, Actor 74, Actor 219, Actor 22","India, Brazil",,1998,NR,100 min,"Romantic Movies, Stand-Up Comedy",A story exploring themes of romantic movies.,,100.0,
s367,Movie,Movie Title 367,Greg Daniels,"Actor 293, Actor 266, Actor 90","Nigeria, Canada",2009-06-02,2006,R,130 min,Documentaries,A story exploring themes of documentaries.,2009.0,130.0,
s368,TV Show,Series Title 368,Ava DuVernay,Not listed,India,2014-05-10,2013,PG,2 Seasons,"Horror Movies, Dramas, Music & Musicals",A story exploring themes of horror movies.,2014.0,,2.0
s369,TV Show,Series Title 369,Sofia Coppola,Not listed,India,,2018,TV-G,8 Seasons,"Stand-Up Comedy, Dramas",A story exploring themes of stand-up comedy.,,,8.0
s370,Movie,Movie Title 370,Sofia Coppola,Actor 141,Canada,2013-05-14,2011,PG-13,171 min,"Documentaries, Reality TV, Crime TV Shows",A story exploring themes of documentaries.,2013.0,171.0,
s371,Movie,Movie Title 371,Ava DuVernay,"Actor 196, Actor 28",Unknown,2009-05-10,2006,TV-Y7,60 min,"Horror Movies, British TV Shows, Romantic Movies",A story exploring themes of horror movies.,2009.0,60.0,
s372,Movie,Movie Title 372,Unknown,"Actor 25, Actor 247",France,2011-06-02,2009,PG-13,105 min,"British TV Shows, Sci-Fi & Fantasy, Documentaries",A story exploring themes of british tv shows.,2011.0,105.0,
s373,TV Show,Series Title 373,Ava DuVernay,Actor 56,"Nigeria, United States",2013-11-12,2012,PG,4 Seasons,Music & Musicals,A story exploring themes of music & musicals.,2013.0,,4.0
s374,TV Show,Series Title 374,Unknown,Not listed,India,2016-02-18,2015,R,8 Seasons,Reality TV,A story exploring themes of reality tv.,2016.0,,8.0
s375,Movie,Movie Title 375,Ava DuVernay,"Actor 131, Actor 52","France, Japan",2001-08-25,1999,NR,175 min,Action & Adventure,A story exploring themes of action & adventure.,2001.0,175.0,
s376,TV Show,Series Title 376,Kunle Afolayan,Not listed,"United Kingdom, Germany",2009-06-01,2007,TV-G,5 Seasons,"Music & Musicals, Action & Adventure",A story exploring themes of music & musicals.,2009.0,,5.0
s377,Movie,Movie Title 377,Denis Villeneuve,"Actor 282, Actor 373, Actor 135","Germany, Japan",2003-06-02,2001,TV-PG,82 min,"Romantic Movies, Documentaries, Crime TV Shows",A story exploring themes of romantic movies.,2003.0,82.0,
s378,Movie,Movie Title 378,Rajiv Menon,"Actor 226, Actor 353","Spain, France",2004-12-19,2001,TV-14,106 min,"International Movies, Documentaries",A story exploring themes of international movies.,2004.0,106.0,
s379,Movie,Movie Title 379,Martin Scorsese,"Actor 8, Actor 159, Actor 266, Actor 326, Actor 362",India,2018-10-03,2018,PG-13,130 min,"Music & Musicals, Sci-Fi & Fantasy",A story exploring themes of music & musicals.,2018.0,130.0,
s380,TV Show,Series Title 380,Kunle Afolayan,Not listed,Unknown,2002-09-13,2000,PG-13,4 Seasons,"Documentaries, Action & Adventure",A story exploring themes of documentaries.,2002.0,,4.0
s381,Movie,Movie Title 381,Jane Campion,"Actor 108, Actor 230","India, South Korea",2021-01-24,2018,PG-13,166 min,Kids' TV,A story exploring themes of kids' tv.,2021.0,166.0,
s382,Movie,Movie Title 382,Unknown,"Actor 70, Actor 358, Actor 329, Actor 394, Actor 164",United States,,2021,TV-MA,105 min,Comedies,A story exploring themes of comedies.,,105.0,
s383,Movie,Movie Title 383,Bong Joon Ho,Not listed,"Australia, Japan",2003-04-10,2000,TV-G,81 min,"Dramas, Action & Adventure",A story exploring themes of dramas.,2003.0,81.0,
s384,Movie,Movie Title 384,Sofia Coppola,Not listed,"Canada, Brazil",2018-04-23,2017,TV-G,75 min,"Anime Series, Documentaries",A story exploring themes of anime series.,2018.0,75.0,
s385,Movie,Movie Title 385,Jane Campion,Actor 330,Australia,2022-02-17,2019,TV-G,138 min,"International Movies, Romantic Movies",A story exploring themes of international movies.,2022.0,138.0,
s386,Movie,Movie Title 386,Unknown,"Actor 9, Actor 19, Actor 244, Actor 77",Australia,2021-06-04,2020,TV-G,167 min,British TV Shows,A story exploring themes of british tv shows.,2021.0,167.0,
s387,TV Show,Series Title 387,Sofia Coppola,"Actor 309, Actor 323, Actor 8",France,2001-11-11,1998,TV-MA,7 Season,Sci-Fi & Fantasy,A story exploring themes of sci-fi & fantasy.,2001.0,,7.0
s388,TV Show,Series Title 388,Ava DuVernay,"Actor 26, Actor 76, Actor 140",India,2006-04-16,2004,TV-PG,5 Seasons,Anime Series,A story exploring themes of anime series.,2006.0,,5.0
s389,TV Show,Series Title 389,Ava DuVernay,"Actor 192, Actor 208",United States,2020-11-13,2020,TV-PG,7 Seasons,"Action & Adventure, British TV Shows, Dramas",A story exploring themes of action & adventure.,2020.0,,7.0
s390,TV Show,Series Title 390,Denis Villeneuve,"Actor 364, Actor 321, Actor 5, Actor 108, Actor 8",India,1999-01-15,1998,PG-13,1 Seasons,Comedies,A story exploring themes of comedies.,1999.0,,1.0
s391,TV Show,Series Title 391,Greg Daniels,Not listed,Nigeria,2001-07-12,2000,PG,4 Seasons,Comedies,A story exploring themes of comedies.,2001.0,,4.0
s392,TV Show,Series Title 392,Denis Villeneuve,Actor 89,Spain,2021-03-26,2020,PG,2 Seasons,"International Movies, Documentaries, British TV Shows",A story exploring themes of international movies.,2021.0,,2.0
s393,TV Show,Series Title 393,Martin Scorsese,"Actor 113, Actor 316",France,2013-01-11,2011,TV-Y7,5 Season,"Sci-Fi & Fantasy, Horror Movies, Music & Musicals",A story exploring themes of sci-fi & fantasy.,2013.0,,5.0
s394,TV Show,Series Title 394,Bong Joon Ho,"Actor 60, Actor 20, Actor 20, Actor 76","Spain, South Korea",2007-03-12,2005,NR,3 Seasons,Action & Adventure,A story exploring themes of action & adventure.,2007.0,,3.0
s395,Movie,Movie Title 395,Ava DuVernay,"Actor 354, Actor 244, Actor 236",Australia,2004-09-14,2004,PG-13,139 min,Music & Musicals,A story exploring themes of music & musicals.,2004.0,139.0,
s396,Movie,Movie Title 396,Unknown,"Actor 387, Actor 256, Actor 131, Actor 277",Australia,2009-11-26,2008,PG-13,68 min,"Anime Series, Action & Adventure, British TV Shows",A story exploring themes of anime series.,2009.0,68.0,
s397,TV Show,Series Title 397,Rajiv Menon,Not listed,Canada,2022-03-07,2020,NR,1 Seasons,Comedies,A story exploring themes of comedies.,2022.0,,1.0
s398,Movie,Movie Title 398,Martin Scorsese,Actor 341,"France, South Korea",2010-12-17,2008,TV-PG,112 min,"Dramas, British TV Shows",A story exploring themes of dramas.,2010.0,112.0,
s399,TV Show,Series Title 399,Rajiv Menon,"Actor 265, Actor 258, Actor 105","Nigeria, United States",2007-01-02,2006,TV-MA,8 Seasons,Documentaries,A story exploring themes of documentaries.,2007.0,,8.0
s400,Movie,Movie Title 400,Denis Villeneuve,"Actor 126, Actor 312",Canada,2001-04-14,2001,TV-14,148 min,"Thrillers, Anime Series",A story exploring themes of thrillers.,2001.0,148.0,
