InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,is_cancellation,line_revenue,date,year_month,year,month,weekday,hour,month_label
562035,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,2011-08-02 09:29:00,2.95,12627,Germany,False,17.700000000000003,2011-08-02,2011-08,2011,8,Tuesday,9,2011-08
567164,21591,COSY HOUR CIGAR BOX MATCHES,6,2011-09-18 11:51:00,1.25,14487,United Kingdom,False,7.5,2011-09-18,2011-09,2011,9,Sunday,11,2011-09
561534,82494L,WOODEN FRAME ANTIQUE WHITE,6,2011-07-28 09:45:00,2.95,14307,United Kingdom,False,17.700000000000003,2011-07-28,2011-07,2011,7,Thursday,9,2011-07
579087,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,2011-11-28 10:35:00,0.29,13914,United Kingdom,False,6.959999999999999,2011-11-28,2011-11,2011,11,Monday,10,2011-11
553570,23065,LARGE DECO JEWELLERY STAND,2,2011-05-18 09:23:00,12.5,13756,United Kingdom,False,25.0,2011-05-18,2011-05,2011,5,Wednesday,9,2011-05
580156,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-12-02 10:32:00,1.25,14897,United Kingdom,False,15.0,2011-12-02,2011-12,2011,12,Friday,10,2011-12
580595,21259,VICTORIAN SEWING BOX SMALL,4,2011-12-05 10:38:00,5.95,14194,United Kingdom,False,23.8,2011-12-05,2011-12,2011,12,Monday,10,2011-12
568346,22414,DOORMAT NEIGHBOURHOOD WITCH,1,2011-09-26 15:28:00,15.79,14096,United Kingdom,False,15.79,2011-09-26,2011-09,2011,9,Monday,15,2011-09
578851,21669,BLUE STRIPE CERAMIC DRAWER KNOB,6,2011-11-27 11:05:00,1.45,16407,United Kingdom,False,8.7,2011-11-27,2011-11,2011,11,Sunday,11,2011-11
569367,22026,BANQUET BIRTHDAY  CARD,12,2011-10-03 15:28:00,0.42,13994,United Kingdom,False,5.04,2011-10-03,2011-10,2011,10,Monday,15,2011-10
548992,40016,CHINESE DRAGON PAPER LANTERNS,24,2011-04-05 13:52:00,0.42,13089,United Kingdom,False,10.08,2011-04-05,2011-04,2011,4,Tuesday,13,2011-04
558315,23169,CLASSIC GLASS COOKIE JAR,6,2011-06-28 11:44:00,4.15,15065,United Kingdom,False,24.9,2011-06-28,2011-06,2011,6,Tuesday,11,2011-06
547374,22489,PACK OF 12 TRADITIONAL CRAYONS,1,2011-03-22 13:54:00,0.42,16110,United Kingdom,False,0.42,2011-03-22,2011-03,2011,3,Tuesday,13,2011-03
538382,21914,BLUE HARMONICA IN BOX,3,2010-12-12 11:37:00,1.25,17218,United Kingdom,False,3.75,2010-12-12,2010-12,2010,12,Sunday,11,2010-12
544480,21988,PACK OF 6 SKULL PAPER PLATES,192,2011-02-21 10:32:00,0.64,14646,Netherlands,False,122.88,2011-02-21,2011-02,2011,2,Monday,10,2011-02
576906,22043,CHRISTMAS CARD SCREEN PRINT,24,2011-11-17 09:33:00,0.19,18225,United Kingdom,False,4.5600000000000005,2011-11-17,2011-11,2011,11,Thursday,9,2011-11
552038,22842,BISCUIT TIN VINTAGE RED,24,2011-05-06 08:08:00,5.95,14156,EIRE,False,142.8,2011-05-06,2011-05,2011,5,Friday,8,2011-05
552051,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,2011-05-06 10:10:00,1.45,14796,United Kingdom,False,5.8,2011-05-06,2011-05,2011,5,Friday,10,2011-05
570491,21174,POTTERING IN THE SHED METAL SIGN,4,2011-10-10 17:26:00,2.08,14395,United Kingdom,False,8.32,2011-10-10,2011-10,2011,10,Monday,17,2011-10
566480,23240,SET OF 4 KNICK KNACK TINS DOILY,12,2011-09-13 09:17:00,4.15,16451,United Kingdom,False,49.8,2011-09-13,2011-09,2011,9,Tuesday,9,2011-09
574304,22667,RECIPE BOX RETROSPOT,1,2011-11-03 16:30:00,2.95,14428,United Kingdom,False,2.95,2011-11-03,2011-11,2011,11,Thursday,16,2011-11
545530,22386,JUMBO BAG PINK POLKADOT,10,2011-03-03 13:45:00,1.95,17416,United Kingdom,False,19.5,2011-03-03,2011-03,2011,3,Thursday,13,2011-03
575039,35961,FOLKART ZINC HEART CHRISTMAS DEC,11,2011-11-08 11:53:00,0.85,15005,United Kingdom,False,9.35,2011-11-08,2011-11,2011,11,Tuesday,11,2011-11
539009,79329,PINK FLOCK GLASS CANDLEHOLDER,6,2010-12-15 13:24:00,1.65,13221,United Kingdom,False,9.9,2010-12-15,2010-12,2010,12,Wednesday,13,2010-12
556580,22761,CHEST 7 DRAWER MA CAMPAGNE,1,2011-06-13 14:20:00,24.95,17719,United Kingdom,False,24.95,2011-06-13,2011-06,2011,6,Monday,14,2011-06
581449,22423,REGENCY CAKESTAND 3 TIER,1,2011-12-08 17:37:00,12.75,12748,United Kingdom,False,12.75,2011-12-08,2011-12,2011,12,Thursday,17,2011-12
548984,21122,SET/10 PINK POLKADOT PARTY CANDLES,3,2011-04-05 12:37:00,1.25,14546,United Kingdom,False,3.75,2011-04-05,2011-04,2011,4,Tuesday,12,2011-04
536739,35004C,SET OF 3 COLOURED  FLYING DUCKS,3,2010-12-02 13:08:00,5.45,14180,United Kingdom,False,16.35,2010-12-02,2010-12,2010,12,Thursday,13,2010-12
563952,23550,WRAP ALPHABET POSTER,25,2011-08-22 10:44:00,0.42,15572,United Kingdom,False,10.5,2011-08-22,2011-08,2011,8,Monday,10,2011-08
536846,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,2010-12-02 19:59:00,2.1,14573,United Kingdom,False,2.1,2010-12-02,2010-12,2010,12,Thursday,19,2010-12
561195,22417,PACK OF 60 SPACEBOY CAKE CASES,2,2011-07-25 13:57:00,0.55,14796,United Kingdom,False,1.1,2011-07-25,2011-07,2011,7,Monday,13,2011-07
554502,48194,DOORMAT HEARTS,6,2011-05-24 14:47:00,7.95,14289,United Kingdom,False,47.7,2011-05-24,2011-05,2011,5,Tuesday,14,2011-05
578022,79160,HEART SHAPE WIRELESS DOORBELL,1,2011-11-22 13:25:00,2.1,17371,United Kingdom,False,2.1,2011-11-22,2011-11,2011,11,Tuesday,13,2011-11
551171,82551,LAUNDRY 15C METAL SIGN,1,2011-04-26 16:45:00,1.45,13263,United Kingdom,False,1.45,2011-04-26,2011-04,2011,4,Tuesday,16,2011-04
542928,22539,MINI JIGSAW DOLLY GIRL,24,2011-02-02 10:22:00,0.42,17863,United Kingdom,False,10.08,2011-02-02,2011-02,2011,2,Wednesday,10,2011-02
569219,21485,RETROSPOT HEART HOT WATER BOTTLE,1,2011-10-02 13:01:00,4.95,13558,United Kingdom,False,4.95,2011-10-02,2011-10,2011,10,Sunday,13,2011-10
561694,22423,REGENCY CAKESTAND 3 TIER,2,2011-07-29 09:57:00,12.75,16147,United Kingdom,False,25.5,2011-07-29,2011-07,2011,7,Friday,9,2011-07
568551,35471D,SET OF 3 BIRD LIGHT PINK FEATHER,24,2011-09-27 14:58:00,0.39,14883,United Kingdom,False,9.36,2011-09-27,2011-09,2011,9,Tuesday,14,2011-09
577602,22866,HAND WARMER SCOTTY DOG DESIGN,12,2011-11-21 08:37:00,2.1,16139,United Kingdom,False,25.200000000000003,2011-11-21,2011-11,2011,11,Monday,8,2011-11
553711,23129,HEART SHAPED HOLLY WREATH,12,2011-05-18 15:39:00,4.15,13552,United Kingdom,False,49.8,2011-05-18,2011-05,2011,5,Wednesday,15,2011-05
555363,22483,RED GINGHAM TEDDY BEAR,1,2011-06-02 14:15:00,2.95,14453,United Kingdom,False,2.95,2011-06-02,2011-06,2011,6,Thursday,14,2011-06
577751,23318,BOX OF 6 MINI VINTAGE CRACKERS,1,2011-11-21 14:34:00,2.49,12904,United Kingdom,False,2.49,2011-11-21,2011-11,2011,11,Monday,14,2011-11
544572,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,36,2011-02-21 13:21:00,1.25,14639,United Kingdom,False,45.0,2011-02-21,2011-02,2011,2,Monday,13,2011-02
541202,84050,PINK HEART SHAPE EGG FRYING PAN,6,2011-01-14 12:09:00,1.65,17581,United Kingdom,False,9.9,2011-01-14,2011-01,2011,1,Friday,12,2011-01
561222,21787,RAIN PONCHO RETROSPOT,24,2011-07-26 09:27:00,0.85,13588,United Kingdom,False,20.4,2011-07-26,2011-07,2011,7,Tuesday,9,2011-07
565431,20763,DAISY SKETCHBOOK,1,2011-09-04 13:15:00,3.75,14965,United Kingdom,False,3.75,2011-09-04,2011-09,2011,9,Sunday,13,2011-09
540168,84985A,SET OF 72 GREEN PAPER DOILIES,2,2011-01-05 12:15:00,1.45,13715,United Kingdom,False,2.9,2011-01-05,2011-01,2011,1,Wednesday,12,2011-01
554836,21912,VINTAGE SNAKES & LADDERS,4,2011-05-26 16:25:00,3.75,13015,United Kingdom,False,15.0,2011-05-26,2011-05,2011,5,Thursday,16,2011-05
556190,23106,ZINC HEARTS PLANT POT HOLDER,8,2011-06-09 12:01:00,2.89,15780,United Kingdom,False,23.12,2011-06-09,2011-06,2011,6,Thursday,12,2011-06
562854,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,16,2011-08-10 10:15:00,0.83,16133,United Kingdom,False,13.28,2011-08-10,2011-08,2011,8,Wednesday,10,2011-08
551134,22227,HANGING HEART MIRROR DECORATION,12,2011-04-26 13:02:00,0.65,16729,United Kingdom,False,7.800000000000001,2011-04-26,2011-04,2011,4,Tuesday,13,2011-04
542399,22835,HOT WATER BOTTLE I AM SO POORLY,3,2011-01-27 15:38:00,4.65,15549,United Kingdom,False,13.95,2011-01-27,2011-01,2011,1,Thursday,15,2011-01
549981,20975,12 PENCILS SMALL TUBE RED RETROSPOT,5,2011-04-13 15:49:00,0.65,16348,United Kingdom,False,3.25,2011-04-13,2011-04,2011,4,Wednesday,15,2011-04
581064,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-12-07 11:16:00,1.25,13882,United Kingdom,False,15.0,2011-12-07,2011-12,2011,12,Wednesday,11,2011-12
557007,22197,POPCORN HOLDER,5,2011-06-16 11:30:00,0.85,12484,Spain,False,4.25,2011-06-16,2011-06,2011,6,Thursday,11,2011-06
554415,22625,RED KITCHEN SCALES,2,2011-05-24 12:10:00,8.5,18202,United Kingdom,False,17.0,2011-05-24,2011-05,2011,5,Tuesday,12,2011-05
536488,22961,JAM MAKING SET PRINTED,1,2010-12-01 12:31:00,1.45,17897,United Kingdom,False,1.45,2010-12-01,2010-12,2010,12,Wednesday,12,2010-12
549733,85211,S/4 GROOVY CAT MAGNETS,6,2011-04-11 16:56:00,1.65,17827,United Kingdom,False,9.9,2011-04-11,2011-04,2011,4,Monday,16,2011-04
550911,20749,ASSORTED COLOUR MINI CASES,2,2011-04-21 13:11:00,7.95,12354,Spain,False,15.9,2011-04-21,2011-04,2011,4,Thursday,13,2011-04
580672,22544,MINI JIGSAW SPACEBOY,3,2011-12-05 14:29:00,0.19,17920,United Kingdom,False,0.5700000000000001,2011-12-05,2011-12,2011,12,Monday,14,2011-12
577158,23298,SPOTTY BUNTING,3,2011-11-18 09:58:00,4.95,16293,United Kingdom,False,14.85,2011-11-18,2011-11,2011,11,Friday,9,2011-11
575073,21231,SWEETHEART CERAMIC TRINKET BOX,1,2011-11-08 13:10:00,1.25,13975,United Kingdom,False,1.25,2011-11-08,2011-11,2011,11,Tuesday,13,2011-11
546981,22822,CREAM WALL PLANTER HEART SHAPED,6,2011-03-18 12:21:00,5.95,14066,United Kingdom,False,35.7,2011-03-18,2011-03,2011,3,Friday,12,2011-03
566278,22191,IVORY DINER WALL CLOCK,2,2011-09-11 14:05:00,8.5,13614,United Kingdom,False,17.0,2011-09-11,2011-09,2011,9,Sunday,14,2011-09
544309,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-02-17 14:17:00,0.55,15785,United Kingdom,False,13.2,2011-02-17,2011-02,2011,2,Thursday,14,2011-02
567104,22077,6 RIBBONS RUSTIC CHARM,12,2011-09-16 13:33:00,1.95,15975,United Kingdom,False,23.4,2011-09-16,2011-09,2011,9,Friday,13,2011-09
544051,20728,LUNCH BAG CARS BLUE,10,2011-02-15 12:40:00,1.65,16700,United Kingdom,False,16.5,2011-02-15,2011-02,2011,2,Tuesday,12,2011-02
565967,23344,JUMBO BAG 50'S CHRISTMAS,20,2011-09-08 11:27:00,2.08,14646,Netherlands,False,41.6,2011-09-08,2011-09,2011,9,Thursday,11,2011-09
566591,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-09-13 14:53:00,2.08,16036,United Kingdom,False,20.8,2011-09-13,2011-09,2011,9,Tuesday,14,2011-09
562789,23209,LUNCH BAG DOILEY PATTERN,100,2011-08-09 13:50:00,1.45,14646,Netherlands,False,145.0,2011-08-09,2011-08,2011,8,Tuesday,13,2011-08
539243,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,1,2010-12-16 13:21:00,1.65,18116,United Kingdom,False,1.65,2010-12-16,2010-12,2010,12,Thursday,13,2010-12
538008,22636,CHILDS BREAKFAST SET CIRCUS PARADE,4,2010-12-09 12:17:00,8.5,12683,France,False,34.0,2010-12-09,2010-12,2010,12,Thursday,12,2010-12
541848,22294,HEART FILIGREE DOVE  SMALL,6,2011-01-23 13:31:00,1.25,17611,United Kingdom,False,7.5,2011-01-23,2011-01,2011,1,Sunday,13,2011-01
540316,22624,IVORY KITCHEN SCALES,2,2011-01-06 13:00:00,8.5,16676,United Kingdom,False,17.0,2011-01-06,2011-01,2011,1,Thursday,13,2011-01
544556,22467,GUMBALL COAT RACK,6,2011-02-21 12:29:00,2.55,13477,United Kingdom,False,15.3,2011-02-21,2011-02,2011,2,Monday,12,2011-02
564093,23067,HANGING ENGRAVED METAL HEART,2,2011-08-23 10:29:00,4.15,14930,Channel Islands,False,8.3,2011-08-23,2011-08,2011,8,Tuesday,10,2011-08
568919,22554,PLASTERS IN TIN WOODLAND ANIMALS,2,2011-09-29 14:38:00,1.65,12937,United Kingdom,False,3.3,2011-09-29,2011-09,2011,9,Thursday,14,2011-09
556776,21880,RED RETROSPOT TAPE,1,2011-06-14 12:24:00,0.65,14730,United Kingdom,False,0.65,2011-06-14,2011-06,2011,6,Tuesday,12,2011-06
544037,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-02-15 11:31:00,0.55,14961,United Kingdom,False,13.2,2011-02-15,2011-02,2011,2,Tuesday,11,2011-02
542994,22660,DOORMAT I LOVE LONDON,4,2011-02-02 12:03:00,7.95,17230,United Kingdom,False,31.8,2011-02-02,2011-02,2011,2,Wednesday,12,2011-02
549833,22151,PLACE SETTING WHITE HEART,48,2011-04-12 13:19:00,0.42,13458,United Kingdom,False,20.16,2011-04-12,2011-04,2011,4,Tuesday,13,2011-04
555746,22997,TRAVEL CARD WALLET UNION JACK,3,2011-06-07 10:55:00,0.42,14606,United Kingdom,False,1.26,2011-06-07,2011-06,2011,6,Tuesday,10,2011-06
551332,85152,HAND OVER THE CHOCOLATE   SIGN,12,2011-04-27 16:23:00,2.1,13078,United Kingdom,False,25.200000000000003,2011-04-27,2011-04,2011,4,Wednesday,16,2011-04
563234,23289,DOLLY GIRL CHILDRENS BOWL,8,2011-08-15 08:26:00,1.25,13621,United Kingdom,False,10.0,2011-08-15,2011-08,2011,8,Monday,8,2011-08
572061,21883,STARS GIFT TAPE,12,2011-10-20 12:53:00,0.65,12474,Germany,False,7.800000000000001,2011-10-20,2011-10,2011,10,Thursday,12,2011-10
565675,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,2011-09-06 09:51:00,2.95,15513,United Kingdom,False,17.700000000000003,2011-09-06,2011-09,2011,9,Tuesday,9,2011-09
548650,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-04-01 13:22:00,1.25,14852,United Kingdom,False,15.0,2011-04-01,2011-04,2011,4,Friday,13,2011-04
552731,22138,BAKING SET 9 PIECE RETROSPOT,6,2011-05-11 10:43:00,4.95,12372,Denmark,False,29.700000000000003,2011-05-11,2011-05,2011,5,Wednesday,10,2011-05
569653,21039,RED RETROSPOT SHOPPING BAG,12,2011-10-05 12:52:00,2.55,12451,Switzerland,False,30.6,2011-10-05,2011-10,2011,10,Wednesday,12,2011-10
551529,22745,POPPY'S PLAYHOUSE BEDROOM,6,2011-05-01 13:18:00,2.1,12524,Germany,False,12.6,2011-05-01,2011-05,2011,5,Sunday,13,2011-05
567899,72780,BLACK SILOUETTE CANDLE PLATE,24,2011-09-22 16:26:00,0.85,14911,EIRE,False,20.4,2011-09-22,2011-09,2011,9,Thursday,16,2011-09
544673,22789,T-LIGHT HOLDER SWEETHEART HANGING,12,2011-02-22 15:46:00,1.95,13421,United Kingdom,False,23.4,2011-02-22,2011-02,2011,2,Tuesday,15,2011-02
559552,22382,LUNCH BAG SPACEBOY DESIGN,1,2011-07-10 16:29:00,1.65,16014,United Kingdom,False,1.65,2011-07-10,2011-07,2011,7,Sunday,16,2011-07
575060,23489,VINTAGE BELLS GARLAND,6,2011-11-08 12:29:00,2.89,13089,United Kingdom,False,17.34,2011-11-08,2011-11,2011,11,Tuesday,12,2011-11
558868,22355,CHARLOTTE BAG SUKI DESIGN,20,2011-07-04 12:47:00,0.85,13266,United Kingdom,False,17.0,2011-07-04,2011-07,2011,7,Monday,12,2011-07
567485,84558A,3D DOG PICTURE PLAYING CARDS,2,2011-09-20 13:52:00,2.95,15026,United Kingdom,False,5.9,2011-09-20,2011-09,2011,9,Tuesday,13,2011-09
550968,22855,FINE WICKER HEART,24,2011-04-21 16:59:00,1.25,14961,United Kingdom,False,30.0,2011-04-21,2011-04,2011,4,Thursday,16,2011-04
573500,22551,PLASTERS IN TIN SPACEBOY,3,2011-10-31 12:01:00,1.65,16931,United Kingdom,False,4.949999999999999,2011-10-31,2011-10,2011,10,Monday,12,2011-10
564303,22617,BAKING SET SPACEBOY DESIGN,3,2011-08-24 12:04:00,4.95,16042,United Kingdom,False,14.85,2011-08-24,2011-08,2011,8,Wednesday,12,2011-08
573102,90019A,SILVER M.O.P ORBIT BRACELET,4,2011-10-27 14:52:00,4.95,13266,United Kingdom,False,19.8,2011-10-27,2011-10,2011,10,Thursday,14,2011-10
540849,22624,IVORY KITCHEN SCALES,2,2011-01-12 09:33:00,8.5,14270,United Kingdom,False,17.0,2011-01-12,2011-01,2011,1,Wednesday,9,2011-01
554814,23082,SET 6 PAPER TABLE LANTERN HEARTS,6,2011-05-26 13:34:00,3.75,16609,United Kingdom,False,22.5,2011-05-26,2011-05,2011,5,Thursday,13,2011-05
543737,22482,BLUE TEA TOWEL CLASSIC DESIGN,12,2011-02-11 12:45:00,1.25,12477,Germany,False,15.0,2011-02-11,2011-02,2011,2,Friday,12,2011-02
578519,21558,SKULL LUNCH BOX WITH CUTLERY,2,2011-11-24 13:56:00,2.55,14591,United Kingdom,False,5.1,2011-11-24,2011-11,2011,11,Thursday,13,2011-11
568699,22635,CHILDS BREAKFAST SET DOLLY GIRL,2,2011-09-28 14:58:00,9.95,12352,Norway,False,19.9,2011-09-28,2011-09,2011,9,Wednesday,14,2011-09
564553,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2011-08-25 18:45:00,0.95,18200,United Kingdom,False,11.4,2011-08-25,2011-08,2011,8,Thursday,18,2011-08
568910,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,12,2011-09-29 13:39:00,0.85,16574,United Kingdom,False,10.2,2011-09-29,2011-09,2011,9,Thursday,13,2011-09
562269,23052,RECYCLED ACAPULCO MAT TURQUOISE,4,2011-08-03 16:35:00,8.25,14056,United Kingdom,False,33.0,2011-08-03,2011-08,2011,8,Wednesday,16,2011-08
579188,22453,MEASURING TAPE BABUSHKA BLUE,4,2011-11-28 15:34:00,2.95,12748,United Kingdom,False,11.8,2011-11-28,2011-11,2011,11,Monday,15,2011-11
573393,22705,WRAP GREEN PEARS,25,2011-10-30 15:08:00,0.42,14158,United Kingdom,False,10.5,2011-10-30,2011-10,2011,10,Sunday,15,2011-10
565434,23280,FOLDING BUTTERFLY MIRROR HOT PINK,5,2011-09-04 13:35:00,0.83,12867,United Kingdom,False,4.15,2011-09-04,2011-09,2011,9,Sunday,13,2011-09
572848,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,2011-10-26 12:19:00,1.25,16188,United Kingdom,False,15.0,2011-10-26,2011-10,2011,10,Wednesday,12,2011-10
546498,21485,RETROSPOT HEART HOT WATER BOTTLE,1,2011-03-14 11:44:00,4.95,15493,United Kingdom,False,4.95,2011-03-14,2011-03,2011,3,Monday,11,2011-03
581405,22279,POCKET BAG BLUE PAISLEY RED SPOT,1,2011-12-08 13:50:00,1.25,13521,United Kingdom,False,1.25,2011-12-08,2011-12,2011,12,Thursday,13,2011-12
554124,21467,CHERRY CROCHET FOOD COVER,6,2011-05-23 08:31:00,3.75,13339,United Kingdom,False,22.5,2011-05-23,2011-05,2011,5,Monday,8,2011-05
563551,21621,VINTAGE UNION JACK BUNTING,1,2011-08-17 13:04:00,8.5,17757,United Kingdom,False,8.5,2011-08-17,2011-08,2011,8,Wednesday,13,2011-08
550325,46000R,POLYESTER FILLER PAD 45X30CM,4,2011-04-17 13:04:00,1.45,15745,United Kingdom,False,5.8,2011-04-17,2011-04,2011,4,Sunday,13,2011-04
542360,22113,GREY HEART HOT WATER BOTTLE,2,2011-01-27 12:40:00,3.75,14701,United Kingdom,False,7.5,2011-01-27,2011-01,2011,1,Thursday,12,2011-01
561967,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,3,2011-08-01 13:11:00,0.39,12844,United Kingdom,False,1.17,2011-08-01,2011-08,2011,8,Monday,13,2011-08
579146,23489,VINTAGE BELLS GARLAND,1,2011-11-28 13:14:00,2.89,16347,United Kingdom,False,2.89,2011-11-28,2011-11,2011,11,Monday,13,2011-11
548715,84569A,PACK 3 IRON ON DOG PATCHES,4,2011-04-03 15:22:00,1.25,17758,United Kingdom,False,5.0,2011-04-03,2011-04,2011,4,Sunday,15,2011-04
577314,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-11-18 13:23:00,2.95,12444,Norway,False,17.700000000000003,2011-11-18,2011-11,2011,11,Friday,13,2011-11
545105,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-02-28 11:58:00,0.85,12598,France,False,8.5,2011-02-28,2011-02,2011,2,Monday,11,2011-02
546121,85016,SET OF 6 VINTAGE NOTELETS KIT,3,2011-03-09 14:30:00,2.55,14085,United Kingdom,False,7.649999999999999,2011-03-09,2011-03,2011,3,Wednesday,14,2011-03
555350,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,2011-06-02 12:08:00,0.42,17652,United Kingdom,False,6.72,2011-06-02,2011-06,2011,6,Thursday,12,2011-06
580434,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,1,2011-12-04 12:17:00,0.39,17114,United Kingdom,False,0.39,2011-12-04,2011-12,2011,12,Sunday,12,2011-12
536522,84836,ZINC METAL HEART DECORATION,2,2010-12-01 12:49:00,1.25,15012,United Kingdom,False,2.5,2010-12-01,2010-12,2010,12,Wednesday,12,2010-12
565800,22554,PLASTERS IN TIN WOODLAND ANIMALS,24,2011-09-07 10:23:00,1.65,14911,EIRE,False,39.6,2011-09-07,2011-09,2011,9,Wednesday,10,2011-09
564734,21251,DINOSAUR HEIGHT CHART STICKER SET,6,2011-08-28 13:32:00,2.95,12484,Spain,False,17.700000000000003,2011-08-28,2011-08,2011,8,Sunday,13,2011-08
545475,20676,RED RETROSPOT BOWL,144,2011-03-03 10:59:00,1.06,12415,Australia,False,152.64,2011-03-03,2011-03,2011,3,Thursday,10,2011-03
560250,20725,LUNCH BAG RED RETROSPOT,5,2011-07-17 12:31:00,1.65,14659,United Kingdom,False,8.25,2011-07-17,2011-07,2011,7,Sunday,12,2011-07
563022,22979,PANTRY WASHING UP BRUSH,1,2011-08-11 13:34:00,1.45,17248,United Kingdom,False,1.45,2011-08-11,2011-08,2011,8,Thursday,13,2011-08
567142,23292,SPACEBOY CHILDRENS CUP,8,2011-09-16 14:55:00,1.25,14262,United Kingdom,False,10.0,2011-09-16,2011-09,2011,9,Friday,14,2011-09
578548,22593,CHRISTMAS GINGHAM STAR,2,2011-11-24 15:02:00,0.85,17345,United Kingdom,False,1.7,2011-11-24,2011-11,2011,11,Thursday,15,2011-11
543116,22456,NATURAL SLATE CHALKBOARD LARGE,12,2011-02-03 13:29:00,4.95,17672,United Kingdom,False,59.400000000000006,2011-02-03,2011-02,2011,2,Thursday,13,2011-02
549943,21864,UNION JACK FLAG PASSPORT COVER,1,2011-04-13 12:09:00,2.1,13544,United Kingdom,False,2.1,2011-04-13,2011-04,2011,4,Wednesday,12,2011-04
543369,22558,CLOTHES PEGS RETROSPOT PACK 24,4,2011-02-07 14:49:00,1.49,16255,United Kingdom,False,5.96,2011-02-07,2011-02,2011,2,Monday,14,2011-02
566292,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,12,2011-09-11 15:35:00,2.89,13381,United Kingdom,False,34.68,2011-09-11,2011-09,2011,9,Sunday,15,2011-09
547507,20974,12 PENCILS SMALL TUBE SKULL,24,2011-03-23 13:39:00,0.65,16859,United Kingdom,False,15.6,2011-03-23,2011-03,2011,3,Wednesday,13,2011-03
577302,23126,FELTCRAFT GIRL AMELIE KIT,1,2011-11-18 12:57:00,4.95,17904,United Kingdom,False,4.95,2011-11-18,2011-11,2011,11,Friday,12,2011-11
563852,22352,LUNCH BOX WITH CUTLERY RETROSPOT,6,2011-08-19 15:18:00,2.55,12395,Belgium,False,15.3,2011-08-19,2011-08,2011,8,Friday,15,2011-08
564740,22999,TRAVEL CARD WALLET VINTAGE LEAF,3,2011-08-28 14:39:00,0.42,14044,United Kingdom,False,1.26,2011-08-28,2011-08,2011,8,Sunday,14,2011-08
581456,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2,2011-12-08 18:42:00,2.1,17530,United Kingdom,False,4.2,2011-12-08,2011-12,2011,12,Thursday,18,2011-12
560305,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-07-18 10:49:00,2.95,16511,United Kingdom,False,2.95,2011-07-18,2011-07,2011,7,Monday,10,2011-07
551385,21671,RED SPOT CERAMIC DRAWER KNOB,6,2011-04-28 11:38:00,1.25,16814,United Kingdom,False,7.5,2011-04-28,2011-04,2011,4,Thursday,11,2011-04
579489,21485,RETROSPOT HEART HOT WATER BOTTLE,2,2011-11-29 15:22:00,4.95,16775,United Kingdom,False,9.9,2011-11-29,2011-11,2011,11,Tuesday,15,2011-11
553423,21786,POLKADOT RAIN HAT,1,2011-05-17 10:28:00,0.42,17811,United Kingdom,False,0.42,2011-05-17,2011-05,2011,5,Tuesday,10,2011-05
579535,21703,BAG 125G SWIRLY MARBLES,12,2011-11-30 09:50:00,0.42,15414,United Kingdom,False,5.04,2011-11-30,2011-11,2011,11,Wednesday,9,2011-11
561626,22961,JAM MAKING SET PRINTED,4,2011-07-28 14:03:00,1.45,14898,United Kingdom,False,5.8,2011-07-28,2011-07,2011,7,Thursday,14,2011-07
572055,23012,GLASS APOTHECARY BOTTLE PERFUME,1,2011-10-20 12:34:00,3.95,17346,United Kingdom,False,3.95,2011-10-20,2011-10,2011,10,Thursday,12,2011-10
550299,22768,FAMILY PHOTO FRAME CORNICE,6,2011-04-15 16:46:00,9.95,17389,United Kingdom,False,59.7,2011-04-15,2011-04,2011,4,Friday,16,2011-04
579258,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,12,2011-11-29 08:21:00,0.85,15148,United Kingdom,False,10.2,2011-11-29,2011-11,2011,11,Tuesday,8,2011-11
553856,22099,CARAVAN SQUARE TISSUE BOX,2,2011-05-19 13:28:00,1.25,16813,United Kingdom,False,2.5,2011-05-19,2011-05,2011,5,Thursday,13,2011-05
